id	group	context	plus_count	minus_count	xgid
g17_center	17	center	15	15	XGID=-a----E-C---fE---c-e----B-:0:0:1:00:0:0:0:0:10
g17_onroll_owned	17	onroll_owned	15	15	XGID=-a----E-C---fE---c-e----B-:1:1:1:00:0:0:0:0:10
g17_opp_owned	17	opp_owned	15	15	XGID=-a----E-C---fE---c-e----B-:1:-1:1:00:0:0:0:0:10
g18_center	18	center	15	15	XGID=-b----E-C---cE--acae----B-:0:0:1:00:0:0:0:0:10
g18_onroll_owned	18	onroll_owned	15	15	XGID=-b----E-C---cE--acae----B-:1:1:1:00:0:0:0:0:10
g18_opp_owned	18	opp_owned	15	15	XGID=-b----E-C---cE--acae----B-:1:-1:1:00:0:0:0:0:10
g19_center	19	center	15	15	XGID=-aa---E-C---dE---d-e----B-:0:0:1:00:0:0:0:0:10
g19_onroll_owned	19	onroll_owned	15	15	XGID=-aa---E-C---dE---d-e----B-:1:1:1:00:0:0:0:0:10
g19_opp_owned	19	opp_owned	15	15	XGID=-aa---E-C---dE---d-e----B-:1:-1:1:00:0:0:0:0:10
g20_center	20	center	15	15	XGID=-a--a-E-C---dE---cae----B-:0:0:1:00:0:0:0:0:10
g20_onroll_owned	20	onroll_owned	15	15	XGID=-a--a-E-C---dE---cae----B-:1:1:1:00:0:0:0:0:10
g20_opp_owned	20	opp_owned	15	15	XGID=-a--a-E-C---dE---cae----B-:1:-1:1:00:0:0:0:0:10
g21_center	21	center	15	15	XGID=-aa---E-C---dE--ac-e----B-:0:0:1:00:0:0:0:0:10
g21_onroll_owned	21	onroll_owned	15	15	XGID=-aa---E-C---dE--ac-e----B-:1:1:1:00:0:0:0:0:10
g21_opp_owned	21	opp_owned	15	15	XGID=-aa---E-C---dE--ac-e----B-:1:-1:1:00:0:0:0:0:10
g22_center	22	center	15	15	XGID=-b----E-C---dE---bbe----B-:0:0:1:00:0:0:0:0:10
g22_onroll_owned	22	onroll_owned	15	15	XGID=-b----E-C---dE---bbe----B-:1:1:1:00:0:0:0:0:10
g22_opp_owned	22	opp_owned	15	15	XGID=-b----E-C---dE---bbe----B-:1:-1:1:00:0:0:0:0:10
g23_center	23	center	15	15	XGID=-b----E-C---dE-a-c-e----B-:0:0:1:00:0:0:0:0:10
g23_onroll_owned	23	onroll_owned	15	15	XGID=-b----E-C---dE-a-c-e----B-:1:1:1:00:0:0:0:0:10
g23_opp_owned	23	opp_owned	15	15	XGID=-b----E-C---dE-a-c-e----B-:1:-1:1:00:0:0:0:0:10
g24_center	24	center	15	15	XGID=-b----E-C---cEaa-c-e----B-:0:0:1:00:0:0:0:0:10
g24_onroll_owned	24	onroll_owned	15	15	XGID=-b----E-C---cEaa-c-e----B-:1:1:1:00:0:0:0:0:10
g24_opp_owned	24	opp_owned	15	15	XGID=-b----E-C---cEaa-c-e----B-:1:-1:1:00:0:0:0:0:10
g25_center	25	center	15	15	XGID=-b----E-C---dE---d-d-a--B-:0:0:1:00:0:0:0:0:10
g25_onroll_owned	25	onroll_owned	15	15	XGID=-b----E-C---dE---d-d-a--B-:1:1:1:00:0:0:0:0:10
g25_opp_owned	25	opp_owned	15	15	XGID=-b----E-C---dE---d-d-a--B-:1:-1:1:00:0:0:0:0:10
g26_center	26	center	15	15	XGID=-b----E-C---cE-aac-e----B-:0:0:1:00:0:0:0:0:10
g26_onroll_owned	26	onroll_owned	15	15	XGID=-b----E-C---cE-aac-e----B-:1:1:1:00:0:0:0:0:10
g26_opp_owned	26	opp_owned	15	15	XGID=-b----E-C---cE-aac-e----B-:1:-1:1:00:0:0:0:0:10
g27_center	27	center	15	15	XGID=-b----E-C---dE--ac-da---B-:0:0:1:00:0:0:0:0:10
g27_onroll_owned	27	onroll_owned	15	15	XGID=-b----E-C---dE--ac-da---B-:1:1:1:00:0:0:0:0:10
g27_opp_owned	27	opp_owned	15	15	XGID=-b----E-C---dE--ac-da---B-:1:-1:1:00:0:0:0:0:10
g28_center	28	center	15	15	XGID=-a----EaC---dEa--c-e----B-:0:0:1:00:0:0:0:0:10
g28_onroll_owned	28	onroll_owned	15	15	XGID=-a----EaC---dEa--c-e----B-:1:1:1:00:0:0:0:0:10
g28_opp_owned	28	opp_owned	15	15	XGID=-a----EaC---dEa--c-e----B-:1:-1:1:00:0:0:0:0:10
g29_center	29	center	15	15	XGID=--a--aE-C---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g29_onroll_owned	29	onroll_owned	15	15	XGID=--a--aE-C---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g29_opp_owned	29	opp_owned	15	15	XGID=--a--aE-C---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g30_center	30	center	15	15	XGID=-a----EaC---dE-a-c-e----B-:0:0:1:00:0:0:0:0:10
g30_onroll_owned	30	onroll_owned	15	15	XGID=-a----EaC---dE-a-c-e----B-:1:1:1:00:0:0:0:0:10
g30_opp_owned	30	opp_owned	15	15	XGID=-a----EaC---dE-a-c-e----B-:1:-1:1:00:0:0:0:0:10
g31_center	31	center	15	15	XGID=----aaE-C---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g31_onroll_owned	31	onroll_owned	15	15	XGID=----aaE-C---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g31_opp_owned	31	opp_owned	15	15	XGID=----aaE-C---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g32_center	32	center	15	15	XGID=-a----EaC---dE--ac-e----B-:0:0:1:00:0:0:0:0:10
g32_onroll_owned	32	onroll_owned	15	15	XGID=-a----EaC---dE--ac-e----B-:1:1:1:00:0:0:0:0:10
g32_opp_owned	32	opp_owned	15	15	XGID=-a----EaC---dE--ac-e----B-:1:-1:1:00:0:0:0:0:10
g33_center	33	center	15	15	XGID=-b----E-C---cEa--d-e----B-:0:0:1:00:0:0:0:0:10
g33_onroll_owned	33	onroll_owned	15	15	XGID=-b----E-C---cEa--d-e----B-:1:1:1:00:0:0:0:0:10
g33_opp_owned	33	opp_owned	15	15	XGID=-b----E-C---cEa--d-e----B-:1:-1:1:00:0:0:0:0:10
g34_center	34	center	15	15	XGID=-aa---E-C---dEa--c-e----B-:0:0:1:00:0:0:0:0:10
g34_onroll_owned	34	onroll_owned	15	15	XGID=-aa---E-C---dEa--c-e----B-:1:1:1:00:0:0:0:0:10
g34_opp_owned	34	opp_owned	15	15	XGID=-aa---E-C---dEa--c-e----B-:1:-1:1:00:0:0:0:0:10
g35_center	35	center	15	15	XGID=-a----EaC---dE---d-e----B-:0:0:1:00:0:0:0:0:10
g35_onroll_owned	35	onroll_owned	15	15	XGID=-a----EaC---dE---d-e----B-:1:1:1:00:0:0:0:0:10
g35_opp_owned	35	opp_owned	15	15	XGID=-a----EaC---dE---d-e----B-:1:-1:1:00:0:0:0:0:10
g36_center	36	center	15	15	XGID=-a---aE-C---dE---d-e----B-:0:0:1:00:0:0:0:0:10
g36_onroll_owned	36	onroll_owned	15	15	XGID=-a---aE-C---dE---d-e----B-:1:1:1:00:0:0:0:0:10
g36_opp_owned	36	opp_owned	15	15	XGID=-a---aE-C---dE---d-e----B-:1:-1:1:00:0:0:0:0:10
g37_center	37	center	15	15	XGID=-a-a--E-C---dE---d-e----B-:0:0:1:00:0:0:0:0:10
g37_onroll_owned	37	onroll_owned	15	15	XGID=-a-a--E-C---dE---d-e----B-:1:1:1:00:0:0:0:0:10
g37_opp_owned	37	opp_owned	15	15	XGID=-a-a--E-C---dE---d-e----B-:1:-1:1:00:0:0:0:0:10
g38_center	38	center	15	15	XGID=-a-a--E-C---dE-a-c-e----B-:0:0:1:00:0:0:0:0:10
g38_onroll_owned	38	onroll_owned	15	15	XGID=-a-a--E-C---dE-a-c-e----B-:1:1:1:00:0:0:0:0:10
g38_opp_owned	38	opp_owned	15	15	XGID=-a-a--E-C---dE-a-c-e----B-:1:-1:1:00:0:0:0:0:10
g39_center	39	center	15	15	XGID=-b----E-C---eE---b-db---B-:0:0:1:00:0:0:0:0:10
g39_onroll_owned	39	onroll_owned	15	15	XGID=-b----E-C---eE---b-db---B-:1:1:1:00:0:0:0:0:10
g39_opp_owned	39	opp_owned	15	15	XGID=-b----E-C---eE---b-db---B-:1:-1:1:00:0:0:0:0:10
g40_center	40	center	15	15	XGID=-a---aE-C---dE-a-c-e----B-:0:0:1:00:0:0:0:0:10
g40_onroll_owned	40	onroll_owned	15	15	XGID=-a---aE-C---dE-a-c-e----B-:1:1:1:00:0:0:0:0:10
g40_opp_owned	40	opp_owned	15	15	XGID=-a---aE-C---dE-a-c-e----B-:1:-1:1:00:0:0:0:0:10
g41_center	41	center	15	15	XGID=-a--a-E-C---dEa--c-e----B-:0:0:1:00:0:0:0:0:10
g41_onroll_owned	41	onroll_owned	15	15	XGID=-a--a-E-C---dEa--c-e----B-:1:1:1:00:0:0:0:0:10
g41_opp_owned	41	opp_owned	15	15	XGID=-a--a-E-C---dEa--c-e----B-:1:-1:1:00:0:0:0:0:10
g42_center	42	center	15	15	XGID=-b----E-C---dEa--c-da---B-:0:0:1:00:0:0:0:0:10
g42_onroll_owned	42	onroll_owned	15	15	XGID=-b----E-C---dEa--c-da---B-:1:1:1:00:0:0:0:0:10
g42_opp_owned	42	opp_owned	15	15	XGID=-b----E-C---dEa--c-da---B-:1:-1:1:00:0:0:0:0:10
g43_center	43	center	15	15	XGID=---a--EaC---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g43_onroll_owned	43	onroll_owned	15	15	XGID=---a--EaC---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g43_opp_owned	43	opp_owned	15	15	XGID=---a--EaC---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g44_center	44	center	15	15	XGID=-b----E-C---dE---c-f----B-:0:0:1:00:0:0:0:0:10
g44_onroll_owned	44	onroll_owned	15	15	XGID=-b----E-C---dE---c-f----B-:1:1:1:00:0:0:0:0:10
g44_opp_owned	44	opp_owned	15	15	XGID=-b----E-C---dE---c-f----B-:1:-1:1:00:0:0:0:0:10
g45_center	45	center	15	15	XGID=-----aEaC---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g45_onroll_owned	45	onroll_owned	15	15	XGID=-----aEaC---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g45_opp_owned	45	opp_owned	15	15	XGID=-----aEaC---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g46_center	46	center	15	15	XGID=----a-EaC---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g46_onroll_owned	46	onroll_owned	15	15	XGID=----a-EaC---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g46_opp_owned	46	opp_owned	15	15	XGID=----a-EaC---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g47_center	47	center	15	15	XGID=-b----E-C---dE---cae----B-:0:0:1:00:0:0:0:0:10
g47_onroll_owned	47	onroll_owned	15	15	XGID=-b----E-C---dE---cae----B-:1:1:1:00:0:0:0:0:10
g47_opp_owned	47	opp_owned	15	15	XGID=-b----E-C---dE---cae----B-:1:-1:1:00:0:0:0:0:10
g48_center	48	center	15	15	XGID=-b----E-C---cE-a-d-e----B-:0:0:1:00:0:0:0:0:10
g48_onroll_owned	48	onroll_owned	15	15	XGID=-b----E-C---cE-a-d-e----B-:1:1:1:00:0:0:0:0:10
g48_opp_owned	48	opp_owned	15	15	XGID=-b----E-C---cE-a-d-e----B-:1:-1:1:00:0:0:0:0:10
g49_center	49	center	15	15	XGID=-b----E-C---dE---c-e-a--B-:0:0:1:00:0:0:0:0:10
g49_onroll_owned	49	onroll_owned	15	15	XGID=-b----E-C---dE---c-e-a--B-:1:1:1:00:0:0:0:0:10
g49_opp_owned	49	opp_owned	15	15	XGID=-b----E-C---dE---c-e-a--B-:1:-1:1:00:0:0:0:0:10
g50_center	50	center	15	15	XGID=--aa--E-C---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g50_onroll_owned	50	onroll_owned	15	15	XGID=--aa--E-C---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g50_opp_owned	50	opp_owned	15	15	XGID=--aa--E-C---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g51_center	51	center	15	15	XGID=-a---aE-C---eE---c-da---B-:0:0:1:00:0:0:0:0:10
g51_onroll_owned	51	onroll_owned	15	15	XGID=-a---aE-C---eE---c-da---B-:1:1:1:00:0:0:0:0:10
g51_opp_owned	51	opp_owned	15	15	XGID=-a---aE-C---eE---c-da---B-:1:-1:1:00:0:0:0:0:10
g52_center	52	center	15	15	XGID=-b----E-C---cEa-ac-e----B-:0:0:1:00:0:0:0:0:10
g52_onroll_owned	52	onroll_owned	15	15	XGID=-b----E-C---cEa-ac-e----B-:1:1:1:00:0:0:0:0:10
g52_opp_owned	52	opp_owned	15	15	XGID=-b----E-C---cEa-ac-e----B-:1:-1:1:00:0:0:0:0:10
g53_center	53	center	15	15	XGID=-a---aE-C---dEa--c-e----B-:0:0:1:00:0:0:0:0:10
g53_onroll_owned	53	onroll_owned	15	15	XGID=-a---aE-C---dEa--c-e----B-:1:1:1:00:0:0:0:0:10
g53_opp_owned	53	opp_owned	15	15	XGID=-a---aE-C---dEa--c-e----B-:1:-1:1:00:0:0:0:0:10
g54_center	54	center	15	15	XGID=-a-a--E-C---dE--ac-e----B-:0:0:1:00:0:0:0:0:10
g54_onroll_owned	54	onroll_owned	15	15	XGID=-a-a--E-C---dE--ac-e----B-:1:1:1:00:0:0:0:0:10
g54_opp_owned	54	opp_owned	15	15	XGID=-a-a--E-C---dE--ac-e----B-:1:-1:1:00:0:0:0:0:10
g55_center	55	center	15	15	XGID=-b----E-C---cE---dae----B-:0:0:1:00:0:0:0:0:10
g55_onroll_owned	55	onroll_owned	15	15	XGID=-b----E-C---cE---dae----B-:1:1:1:00:0:0:0:0:10
g55_opp_owned	55	opp_owned	15	15	XGID=-b----E-C---cE---dae----B-:1:-1:1:00:0:0:0:0:10
g56_center	56	center	15	15	XGID=-b----E-C---dE-a-c-d-a--B-:0:0:1:00:0:0:0:0:10
g56_onroll_owned	56	onroll_owned	15	15	XGID=-b----E-C---dE-a-c-d-a--B-:1:1:1:00:0:0:0:0:10
g56_opp_owned	56	opp_owned	15	15	XGID=-b----E-C---dE-a-c-d-a--B-:1:-1:1:00:0:0:0:0:10
g57_center	57	center	15	15	XGID=-b----E-C---dE---d-d---aB-:0:0:1:00:0:0:0:0:10
g57_onroll_owned	57	onroll_owned	15	15	XGID=-b----E-C---dE---d-d---aB-:1:1:1:00:0:0:0:0:10
g57_opp_owned	57	opp_owned	15	15	XGID=-b----E-C---dE---d-d---aB-:1:-1:1:00:0:0:0:0:10
g58_center	58	center	15	15	XGID=-a---aE-C---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g58_onroll_owned	58	onroll_owned	15	15	XGID=-a---aE-C---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g58_opp_owned	58	opp_owned	15	15	XGID=-a---aE-C---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g59_center	59	center	15	15	XGID=-aa---E-C---dE-a-c-e----B-:0:0:1:00:0:0:0:0:10
g59_onroll_owned	59	onroll_owned	15	15	XGID=-aa---E-C---dE-a-c-e----B-:1:1:1:00:0:0:0:0:10
g59_opp_owned	59	opp_owned	15	15	XGID=-aa---E-C---dE-a-c-e----B-:1:-1:1:00:0:0:0:0:10
g60_center	60	center	15	15	XGID=--a---EaC---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g60_onroll_owned	60	onroll_owned	15	15	XGID=--a---EaC---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g60_opp_owned	60	opp_owned	15	15	XGID=--a---EaC---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g61_center	61	center	15	15	XGID=-b----E-C---dE--ac-e----B-:0:0:1:00:0:0:0:0:10
g61_onroll_owned	61	onroll_owned	15	15	XGID=-b----E-C---dE--ac-e----B-:1:1:1:00:0:0:0:0:10
g61_opp_owned	61	opp_owned	15	15	XGID=-b----E-C---dE--ac-e----B-:1:-1:1:00:0:0:0:0:10
g62_center	62	center	15	15	XGID=-b----E-C---dE--ac-d--a-B-:0:0:1:00:0:0:0:0:10
g62_onroll_owned	62	onroll_owned	15	15	XGID=-b----E-C---dE--ac-d--a-B-:1:1:1:00:0:0:0:0:10
g62_opp_owned	62	opp_owned	15	15	XGID=-b----E-C---dE--ac-d--a-B-:1:-1:1:00:0:0:0:0:10
g63_center	63	center	15	15	XGID=-a---aE-C---dE---cae----B-:0:0:1:00:0:0:0:0:10
g63_onroll_owned	63	onroll_owned	15	15	XGID=-a---aE-C---dE---cae----B-:1:1:1:00:0:0:0:0:10
g63_opp_owned	63	opp_owned	15	15	XGID=-a---aE-C---dE---cae----B-:1:-1:1:00:0:0:0:0:10
g64_center	64	center	15	15	XGID=-a----EaC---eE---b-f----B-:0:0:1:00:0:0:0:0:10
g64_onroll_owned	64	onroll_owned	15	15	XGID=-a----EaC---eE---b-f----B-:1:1:1:00:0:0:0:0:10
g64_opp_owned	64	opp_owned	15	15	XGID=-a----EaC---eE---b-f----B-:1:-1:1:00:0:0:0:0:10
g65_center	65	center	15	15	XGID=--a-a-E-C---eE---c-e----B-:0:0:1:00:0:0:0:0:10
g65_onroll_owned	65	onroll_owned	15	15	XGID=--a-a-E-C---eE---c-e----B-:1:1:1:00:0:0:0:0:10
g65_opp_owned	65	opp_owned	15	15	XGID=--a-a-E-C---eE---c-e----B-:1:-1:1:00:0:0:0:0:10
g66_center	66	center	15	15	XGID=-b----E-C---dE--ab-ea---B-:0:0:1:00:0:0:0:0:10
g66_onroll_owned	66	onroll_owned	15	15	XGID=-b----E-C---dE--ab-ea---B-:1:1:1:00:0:0:0:0:10
g66_opp_owned	66	opp_owned	15	15	XGID=-b----E-C---dE--ab-ea---B-:1:-1:1:00:0:0:0:0:10
g67_center	67	center	15	15	XGID=-a-a--E-C---dE---cae----B-:0:0:1:00:0:0:0:0:10
g67_onroll_owned	67	onroll_owned	15	15	XGID=-a-a--E-C---dE---cae----B-:1:1:1:00:0:0:0:0:10
g67_opp_owned	67	opp_owned	15	15	XGID=-a-a--E-C---dE---cae----B-:1:-1:1:00:0:0:0:0:10
